rt,stimulus,key_press,trial_type,trial_index,time_elapsed,internal_node_id,session,subject,sex,handedness,age,responses,test_part,condition,correct_response,angle,correct
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,298,413855,0.0-6.0-0.146,2,MASC,f,rechts,23,,fixation,,,,
940,img/150_240.png,74,image-keyboard-response,299,414797,0.0-6.0-1.146,2,MASC,f,rechts,23,,,self,j,150,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,300,415198,0.0-6.0-0.147,2,MASC,f,rechts,23,,fixation,,,,
634,img/0_300.png,70,image-keyboard-response,301,415835,0.0-6.0-1.147,2,MASC,f,rechts,23,,,self,f,0,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,302,416237,0.0-6.0-0.148,2,MASC,f,rechts,23,,fixation,,,,
987,img/30_180.png,74,image-keyboard-response,303,417225,0.0-6.0-1.148,2,MASC,f,rechts,23,,,self,j,30,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,304,417626,0.0-6.0-0.149,2,MASC,f,rechts,23,,fixation,,,,
604,img/0_270.png,70,image-keyboard-response,305,418232,0.0-6.0-1.149,2,MASC,f,rechts,23,,,self,f,0,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,306,418583,0.0-6.0-0.150,2,MASC,f,rechts,23,,fixation,,,,
1016,img/30_240.png,70,image-keyboard-response,307,419600,0.0-6.0-1.150,2,MASC,f,rechts,23,,,self,f,30,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,308,420102,0.0-6.0-0.151,2,MASC,f,rechts,23,,fixation,,,,
950,img/90_150.png,70,image-keyboard-response,309,421054,0.0-6.0-1.151,2,MASC,f,rechts,23,,,self,f,90,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,310,421555,0.0-6.0-0.152,2,MASC,f,rechts,23,,fixation,,,,
837,img/60_210.png,74,image-keyboard-response,311,422393,0.0-6.0-1.152,2,MASC,f,rechts,23,,,self,j,60,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,312,422845,0.0-6.0-0.153,2,MASC,f,rechts,23,,fixation,,,,
640,img/0_240.png,70,image-keyboard-response,313,423487,0.0-6.0-1.153,2,MASC,f,rechts,23,,,self,f,0,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,314,423839,0.0-6.0-0.154,2,MASC,f,rechts,23,,fixation,,,,
641,img/0_60.png,74,image-keyboard-response,315,424482,0.0-6.0-1.154,2,MASC,f,rechts,23,,,self,j,0,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,316,424834,0.0-6.0-0.155,2,MASC,f,rechts,23,,fixation,,,,
963,img/60_180.png,74,image-keyboard-response,317,425799,0.0-6.0-1.155,2,MASC,f,rechts,23,,,self,j,60,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,318,426101,0.0-6.0-0.156,2,MASC,f,rechts,23,,fixation,,,,
942,img/30_240.png,70,image-keyboard-response,319,427044,0.0-6.0-1.156,2,MASC,f,rechts,23,,,self,f,30,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,320,427546,0.0-6.0-0.157,2,MASC,f,rechts,23,,fixation,,,,
633,img/0_330.png,70,image-keyboard-response,321,428180,0.0-6.0-1.157,2,MASC,f,rechts,23,,,self,f,0,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,322,428532,0.0-6.0-0.158,2,MASC,f,rechts,23,,fixation,,,,
1069,img/30_90.png,74,image-keyboard-response,323,429602,0.0-6.0-1.158,2,MASC,f,rechts,23,,,self,j,30,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,324,429953,0.0-6.0-0.159,2,MASC,f,rechts,23,,fixation,,,,
1543,img/120_30.png,74,image-keyboard-response,325,431497,0.0-6.0-1.159,2,MASC,f,rechts,23,,,self,j,120,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,326,431950,0.0-6.0-0.160,2,MASC,f,rechts,23,,fixation,,,,
1919,img/90_300.png,70,image-keyboard-response,327,433871,0.0-6.0-1.160,2,MASC,f,rechts,23,,,self,f,90,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,328,434372,0.0-6.0-0.161,2,MASC,f,rechts,23,,fixation,,,,
988,img/150_240.png,74,image-keyboard-response,329,435361,0.0-6.0-1.161,2,MASC,f,rechts,23,,,self,j,150,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,330,435813,0.0-6.0-0.162,2,MASC,f,rechts,23,,fixation,,,,
1609,img/90_240.png,74,image-keyboard-response,331,437423,0.0-6.0-1.162,2,MASC,f,rechts,23,,,self,j,90,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,332,437876,0.0-6.0-0.163,2,MASC,f,rechts,23,,fixation,,,,
1083,img/150_120.png,70,image-keyboard-response,333,438960,0.0-6.0-1.163,2,MASC,f,rechts,23,,,self,f,150,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,334,439412,0.0-6.0-0.164,2,MASC,f,rechts,23,,fixation,,,,
1064,img/60_330.png,70,image-keyboard-response,335,440477,0.0-6.0-1.164,2,MASC,f,rechts,23,,,self,f,60,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,336,440828,0.0-6.0-0.165,2,MASC,f,rechts,23,,fixation,,,,
665,img/0_240.png,70,image-keyboard-response,337,441494,0.0-6.0-1.165,2,MASC,f,rechts,23,,,self,f,0,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,338,441996,0.0-6.0-0.166,2,MASC,f,rechts,23,,fixation,,,,
647,img/0_210.png,70,image-keyboard-response,339,442644,0.0-6.0-1.166,2,MASC,f,rechts,23,,,self,f,0,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,340,442946,0.0-6.0-0.167,2,MASC,f,rechts,23,,fixation,,,,
1080,img/60_210.png,74,image-keyboard-response,341,444027,0.0-6.0-1.167,2,MASC,f,rechts,23,,,self,j,60,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,342,444429,0.0-6.0-0.168,2,MASC,f,rechts,23,,fixation,,,,
989,img/30_120.png,74,image-keyboard-response,343,445420,0.0-6.0-1.168,2,MASC,f,rechts,23,,,self,j,30,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,344,445872,0.0-6.0-0.169,2,MASC,f,rechts,23,,fixation,,,,
1438,img/120_330.png,70,image-keyboard-response,345,447311,0.0-6.0-1.169,2,MASC,f,rechts,23,,,self,f,120,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,346,447713,0.0-6.0-0.170,2,MASC,f,rechts,23,,fixation,,,,
673,img/0_270.png,70,image-keyboard-response,347,448386,0.0-6.0-1.170,2,MASC,f,rechts,23,,,self,f,0,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,348,448738,0.0-6.0-0.171,2,MASC,f,rechts,23,,fixation,,,,
646,img/0_120.png,74,image-keyboard-response,349,449385,0.0-6.0-1.171,2,MASC,f,rechts,23,,,self,j,0,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,350,449887,0.0-6.0-0.172,2,MASC,f,rechts,23,,fixation,,,,
1766,img/60_270.png,70,image-keyboard-response,351,451654,0.0-6.0-1.172,2,MASC,f,rechts,23,,,self,f,60,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,352,452007,0.0-6.0-0.173,2,MASC,f,rechts,23,,fixation,,,,
1273,img/L30_180.png,70,image-keyboard-response,353,453281,0.0-6.0-1.173,2,MASC,f,rechts,23,,,self,f,30,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,354,453733,0.0-6.0-0.174,2,MASC,f,rechts,23,,fixation,,,,
1066,img/90_30.png,70,image-keyboard-response,355,454800,0.0-6.0-1.174,2,MASC,f,rechts,23,,,self,j,90,FALSE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,356,455152,0.0-6.0-0.175,2,MASC,f,rechts,23,,fixation,,,,
965,img/L150_180.png,70,image-keyboard-response,357,456118,0.0-6.0-1.175,2,MASC,f,rechts,23,,,self,f,150,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,358,456470,0.0-6.0-0.176,2,MASC,f,rechts,23,,fixation,,,,
1618,img/60_90.png,74,image-keyboard-response,359,458089,0.0-6.0-1.176,2,MASC,f,rechts,23,,,self,j,60,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,360,458490,0.0-6.0-0.177,2,MASC,f,rechts,23,,fixation,,,,
1289,img/90_60.png,74,image-keyboard-response,361,459781,0.0-6.0-1.177,2,MASC,f,rechts,23,,,self,j,90,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,362,460283,0.0-6.0-0.178,2,MASC,f,rechts,23,,fixation,,,,
1072,img/150_90.png,70,image-keyboard-response,363,461356,0.0-6.0-1.178,2,MASC,f,rechts,23,,,self,f,150,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,364,461657,0.0-6.0-0.179,2,MASC,f,rechts,23,,fixation,,,,
1126,img/90_150.png,70,image-keyboard-response,365,462785,0.0-6.0-1.179,2,MASC,f,rechts,23,,,self,f,90,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,366,463137,0.0-6.0-0.180,2,MASC,f,rechts,23,,fixation,,,,
1162,img/30_270.png,70,image-keyboard-response,367,464300,0.0-6.0-1.180,2,MASC,f,rechts,23,,,self,f,30,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,368,464752,0.0-6.0-0.181,2,MASC,f,rechts,23,,fixation,,,,
930,img/120_180.png,74,image-keyboard-response,369,465684,0.0-6.0-1.181,2,MASC,f,rechts,23,,,self,j,120,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,370,465987,0.0-6.0-0.182,2,MASC,f,rechts,23,,fixation,,,,
949,img/90_180.png,74,image-keyboard-response,371,466937,0.0-6.0-1.182,2,MASC,f,rechts,23,,,self,j,90,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,372,467238,0.0-6.0-0.183,2,MASC,f,rechts,23,,fixation,,,,
876,img/120_150.png,70,image-keyboard-response,373,468116,0.0-6.0-1.183,2,MASC,f,rechts,23,,,self,f,120,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,374,468617,0.0-6.0-0.184,2,MASC,f,rechts,23,,fixation,,,,
649,img/0_30.png,74,image-keyboard-response,375,469268,0.0-6.0-1.184,2,MASC,f,rechts,23,,,self,j,0,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,376,469569,0.0-6.0-0.185,2,MASC,f,rechts,23,,fixation,,,,
1129,img/150_300.png,74,image-keyboard-response,377,470699,0.0-6.0-1.185,2,MASC,f,rechts,23,,,self,j,150,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,378,471201,0.0-6.0-0.186,2,MASC,f,rechts,23,,fixation,,,,
1120,img/30_180.png,74,image-keyboard-response,379,472322,0.0-6.0-1.186,2,MASC,f,rechts,23,,,self,j,30,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,380,472675,0.0-6.0-0.187,2,MASC,f,rechts,23,,fixation,,,,
1176,img/60_30.png,74,image-keyboard-response,381,473853,0.0-6.0-1.187,2,MASC,f,rechts,23,,,self,j,60,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,382,474204,0.0-6.0-0.188,2,MASC,f,rechts,23,,fixation,,,,
851,img/30_60.png,74,image-keyboard-response,383,475056,0.0-6.0-1.188,2,MASC,f,rechts,23,,,self,j,30,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,384,475558,0.0-6.0-0.189,2,MASC,f,rechts,23,,fixation,,,,
979,img/150_270.png,74,image-keyboard-response,385,476538,0.0-6.0-1.189,2,MASC,f,rechts,23,,,self,j,150,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,386,476941,0.0-6.0-0.190,2,MASC,f,rechts,23,,fixation,,,,
992,img/L90_180.png,70,image-keyboard-response,387,477934,0.0-6.0-1.190,2,MASC,f,rechts,23,,,self,f,90,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,388,478386,0.0-6.0-0.191,2,MASC,f,rechts,23,,fixation,,,,
999,img/120_90.png,70,image-keyboard-response,389,479386,0.0-6.0-1.191,2,MASC,f,rechts,23,,,self,f,120,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,390,479838,0.0-6.0-0.192,2,MASC,f,rechts,23,,fixation,,,,
1075,img/150_60.png,70,image-keyboard-response,391,480915,0.0-6.0-1.192,2,MASC,f,rechts,23,,,self,f,150,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,392,481417,0.0-6.0-0.193,2,MASC,f,rechts,23,,fixation,,,,
728,img/0_150.png,74,image-keyboard-response,393,482146,0.0-6.0-1.193,2,MASC,f,rechts,23,,,self,j,0,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,394,482498,0.0-6.0-0.194,2,MASC,f,rechts,23,,fixation,,,,
1233,img/120_210.png,74,image-keyboard-response,395,483732,0.0-6.0-1.194,2,MASC,f,rechts,23,,,self,j,120,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,396,484034,0.0-6.0-0.195,2,MASC,f,rechts,23,,fixation,,,,
755,img/60_180.png,74,image-keyboard-response,397,484790,0.0-6.0-1.195,2,MASC,f,rechts,23,,,self,j,60,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,398,485092,0.0-6.0-0.196,2,MASC,f,rechts,23,,fixation,,,,
701,img/0_300.png,70,image-keyboard-response,399,485794,0.0-6.0-1.196,2,MASC,f,rechts,23,,,self,f,0,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,400,486147,0.0-6.0-0.197,2,MASC,f,rechts,23,,fixation,,,,
922,img/90_210.png,74,image-keyboard-response,401,487070,0.0-6.0-1.197,2,MASC,f,rechts,23,,,self,j,90,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,402,487522,0.0-6.0-0.198,2,MASC,f,rechts,23,,fixation,,,,
689,img/0_60.png,74,image-keyboard-response,403,488212,0.0-6.0-1.198,2,MASC,f,rechts,23,,,self,j,0,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,404,488714,0.0-6.0-0.199,2,MASC,f,rechts,23,,fixation,,,,
745,img/L120_180.png,70,image-keyboard-response,405,489460,0.0-6.0-1.199,2,MASC,f,rechts,23,,,self,f,120,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,406,489862,0.0-6.0-0.200,2,MASC,f,rechts,23,,fixation,,,,
980,img/L60_180.png,70,image-keyboard-response,407,490843,0.0-6.0-1.200,2,MASC,f,rechts,23,,,self,f,60,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,408,491146,0.0-6.0-0.201,2,MASC,f,rechts,23,,fixation,,,,
963,img/30_300.png,70,image-keyboard-response,409,492110,0.0-6.0-1.201,2,MASC,f,rechts,23,,,self,f,30,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,410,492612,0.0-6.0-0.202,2,MASC,f,rechts,23,,fixation,,,,
1161,img/90_120.png,70,image-keyboard-response,411,493774,0.0-6.0-1.202,2,MASC,f,rechts,23,,,self,f,90,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,412,494076,0.0-6.0-0.203,2,MASC,f,rechts,23,,fixation,,,,
1126,img/120_270.png,70,image-keyboard-response,413,495203,0.0-6.0-1.203,2,MASC,f,rechts,23,,,self,j,120,FALSE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,414,495705,0.0-6.0-0.204,2,MASC,f,rechts,23,,fixation,,,,
862,img/150_180.png,74,image-keyboard-response,415,496568,0.0-6.0-1.204,2,MASC,f,rechts,23,,,self,j,150,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,416,496920,0.0-6.0-0.205,2,MASC,f,rechts,23,,fixation,,,,
688,img/0_90.png,74,image-keyboard-response,417,497610,0.0-6.0-1.205,2,MASC,f,rechts,23,,,self,j,0,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,418,497913,0.0-6.0-0.206,2,MASC,f,rechts,23,,fixation,,,,
1168,img/90_330.png,70,image-keyboard-response,419,499082,0.0-6.0-1.206,2,MASC,f,rechts,23,,,self,f,90,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,420,499483,0.0-6.0-0.207,2,MASC,f,rechts,23,,fixation,,,,
1163,img/60_150.png,70,image-keyboard-response,421,500647,0.0-6.0-1.207,2,MASC,f,rechts,23,,,self,f,60,TRUE
21908,"<p>Du hast in 94% der Versuche korrekt entschieden.</p><p>Deine durchschnittliche Reaktionszeit war  1009ms.</p><p>Dr&uuml;cke eine beliebige Taste, um die Session zu beenden. Vielen Dank!</p>",74,html-keyboard-response,422,522557,0.0-7.0,2,MASC,f,rechts,23,,,,,,
